순번,구분,총톤수,길이,너비,깊이,선질,용도,세부용도,선적항
34611,어선,9.77 ,16.13 ,3.92 ,0.74 ,FRP,연안복합어업,어선(연안복합어업),전남 여수시
34612,어선,1.05 ,6.21 ,1.94 ,0.80 ,FRP,연안자망어업,어선(연안자망어업),부산시 강서구
34613,어선,3.97 ,9.60 ,2.65 ,0.95 ,FRP,연안통발어업,어선(연안통발어업),부산시 수영구
34614,어선,3.97 ,9.60 ,2.65 ,0.95 ,FRP,연안통발어업,어선(연안통발어업),부산시 수영구
34615,어선,1.24 ,6.10 ,2.31 ,0.68 ,FRP,어선,어선(어선),부산시 해운대구
34616,어선,139.00 ,36.37 ,6.90 ,3.20 ,강,근해트롤어업,어선(대형트롤어업),부산시 서구
34617,어선,139.00 ,36.37 ,6.90 ,3.20 ,강,근해트롤어업,어선(대형트롤어업),부산시 서구
34618,어선,0.86 ,5.96 ,1.81 ,0.72 ,FRP,내수면어업,어선(내수면어업),부산시 강서구
34619,어선,135.00 ,36.51 ,6.80 ,3.10 ,강,대형기선저인망어업,어선(대형기선저인망어업),부산시 중구
34620,어선,135.00 ,36.51 ,6.80 ,3.10 ,강,대형기선저인망어업,어선(대형기선저인망어업),부산시 중구
34621,어선,82.00 ,30.04 ,6.40 ,2.28 ,FRP,근해채낚기어업,어선(근해채낚기어업),경북 경주시 감포읍
34622,어선,82.00 ,30.04 ,6.40 ,2.28 ,FRP,근해채낚기어업,어선(근해채낚기어업),경북 경주시 감포읍
34623,어선,1.57 ,6.48 ,2.05 ,0.94 ,FRP,연안자망어업,어선(연안자망어업),경북 울진군
34624,어선,7.93 ,13.70 ,3.42 ,0.80 ,FRP,연안복합어업,어선(연안복합어업),전남 목포시
34625,어선,7.93 ,13.70 ,3.42 ,0.80 ,FRP,연안복합어업,어선(연안복합어업),전남 목포시
34626,어선,4.67 ,11.04 ,4.06 ,0.77 ,FRP,어장관리선,어선(어장관리선),전남 해남군 화원면
34627,어선,4.91 ,10.55 ,3.15 ,0.82 ,FRP,패류양식어업,어선(패류양식어업),경남 창원시 마산합포구 구산면
34628,어선,9.77 ,16.00 ,4.36 ,0.94 ,FRP,연안통발어업,어선(연안통발어업),전남 진도군 임회면
34629,어선,9.77 ,16.00 ,4.36 ,0.94 ,FRP,연안통발어업,어선(연안통발어업),전남 진도군 임회면
34630,어선,9.77 ,16.00 ,4.36 ,0.94 ,FRP,연안통발어업,어선(연안통발어업),전남 진도군 임회면
34631,어선,44.00 ,23.88 ,5.50 ,1.63 ,FRP,근해유자망어업,어선(근해자망어업),제주시 한림읍
34632,어선,9.77 ,15.15 ,5.15 ,0.86 ,FRP,해조류양식어업,어선(해조류양식어업),전남 진도군 의신면
34633,어선,9.16 ,14.00 ,3.46 ,0.80 ,FRP,연안복합어업,어선(연안복합어업),경남 통영시 산양읍
34634,어선,9.77 ,15.65 ,3.98 ,0.75 ,FRP,연안자망어업,어선(연안자망어업),충청남도 보령시
34635,어선,3.19 ,8.85 ,3.33 ,0.72 ,FRP,어장관리선,어선(어장관리선),제주시 한경면
34636,어선,7.93 ,11.70 ,4.25 ,0.89 ,FRP,연안복합어업,어선(연안복합어업),전남 해남군 화원면
34637,어선,29.00 ,20.65 ,4.87 ,1.89 ,FRP,근해유자망어업,어선(근해자망어업),경남 사천시
34638,어선,3.75 ,8.77 ,2.60 ,0.99 ,FRP,연안복합어업,어선(연안복합어업),경남 통영시 광도면
34639,어선,7.93 ,13.24 ,3.06 ,1.29 ,FRP,나잠어업,어선(나잠어업),경남 통영시
34640,어선,2.96 ,8.81 ,2.71 ,0.74 ,FRP,연안복합어업,어선(연안복합어업),경남 사천시
34641,어선,3.00 ,9.94 ,2.33 ,0.85 ,FRP,연안복합어업,어선(연안복합어업),제주시
34642,어선,29.00 ,21.10 ,4.84 ,1.94 ,FRP,근해채낚기어업,어선(근해채낚기어업),경북 포항시 구룡포읍
34643,어선,2.99 ,8.57 ,2.50 ,0.79 ,FRP,연안복합어업,어선(연안복합어업),경남 창원시 마산합포구 구산면
34644,어선,2.99 ,8.57 ,2.50 ,0.79 ,FRP,연안복합어업,어선(연안복합어업),경남 창원시 마산합포구 구산면
34645,어선,9.77 ,14.24 ,4.15 ,0.90 ,FRP,해조류양식어업,어선(해조류양식어업),전남 완도군 고금면
34646,어선,9.77 ,14.24 ,4.15 ,0.90 ,FRP,해조류양식어업,어선(해조류양식어업),전남 완도군 고금면
34647,어선,1.02 ,6.44 ,1.85 ,0.69 ,FRP,어장관리선,어선(어장관리선),전남 고흥군 금산면
34648,어선,4.99 ,10.08 ,3.22 ,1.07 ,FRP,연안복합어업,어선(연안복합어업),전남 여수시
34649,어선,9.16 ,14.22 ,3.79 ,1.13 ,FRP,어장관리선,어선(어장관리선),경남 거제시 장목면
34650,어선,9.16 ,14.22 ,3.79 ,1.13 ,FRP,어장관리선,어선(어장관리선),경남 거제시 장목면
34651,어선,1.22 ,6.65 ,1.91 ,0.73 ,FRP,연안복합어업,어선(연안복합어업),전남 신안군 장산면
34652,어선,1.02 ,6.48 ,1.86 ,0.70 ,FRP,어장관리선,어선(어장관리선),전남 고흥군 금산면
34653,어선,0.63 ,5.13 ,1.71 ,0.63 ,FRP,연안자망어업,어선(연안자망어업),전남 해남군 황산면
34654,어선,1.65 ,7.50 ,2.10 ,0.56 ,FRP,연안복합어업,어선(연안복합어업),전남 고흥군 동일면
34655,어선,0.91 ,6.66 ,1.76 ,0.75 ,FRP,어장관리선,어선(어장관리선),전남 고흥군 금산면
34656,어선,2.09 ,8.43 ,2.41 ,0.81 ,FRP,어장관리선,어선(어장관리선),전남 고흥군 금산면
34657,어선,4.94 ,9.90 ,2.86 ,1.09 ,FRP,이동성구획어업,어선(새우조망어업),전남 고흥군 도양읍
34658,어선,0.89 ,6.35 ,1.75 ,0.78 ,FRP,어장관리선,어선(어장관리선),전남 고흥군 금산면
34659,어선,4.34 ,10.05 ,3.55 ,0.92 ,FRP,어장관리선,어선(어장관리선),전북 부안군 계화면
34660,어선,4.34 ,10.05 ,3.55 ,0.92 ,FRP,어장관리선,어선(어장관리선),전북 부안군 계화면
34661,어선,4.10 ,9.20 ,2.79 ,0.78 ,FRP,연안복합어업,어선(연안복합어업),전남 신안군 흑산면
34662,어선,1.20 ,6.53 ,2.08 ,0.76 ,FRP,정치성구획어업,어선(각망어업),전남 함평군 손불면
34663,어선,6.67 ,12.25 ,3.18 ,1.01 ,FRP,어장관리선,어선(어장관리선),전북 군산시 옥도면
34664,어선,0.50 ,6.05 ,1.37 ,0.62 ,FRP,어장관리선,어선(어장관리선),전북 군산시 옥도면
34665,어선,2.10 ,7.49 ,2.25 ,0.83 ,FRP,연안복합어업,어선(연안복합어업),전남 강진군 마량면
34666,어선,4.91 ,10.15 ,2.78 ,1.03 ,FRP,연안복합어업,어선(연안복합어업),경기 안산시
34667,어선,4.91 ,10.15 ,2.78 ,1.03 ,FRP,연안복합어업,어선(연안복합어업),경기 안산시
34668,어선,4.99 ,10.05 ,2.90 ,1.15 ,FRP,어류등양식어업,어선(어류등양식어업),경남 통영시 욕지면
34669,어선,9.77 ,14.28 ,3.50 ,1.09 ,FRP,연안복합어업,어선(연안복합어업),경남 통영시 욕지면
34670,어선,1.50 ,6.48 ,2.03 ,0.94 ,FRP,연안자망어업,어선(연안자망어업),강원 강릉시 주문진읍
34671,어선,7.93 ,12.86 ,3.98 ,0.99 ,FRP,연안복합어업,어선(연안복합어업),충남 태안군 근흥면
34672,어선,1.51 ,8.20 ,2.23 ,0.57 ,FRP,연안자망어업,어선(연안자망어업),전남 고흥군 두원면
34673,어선,2.69 ,8.54 ,3.30 ,0.64 ,FRP,어장관리선,어선(어장관리선),경남 거제시 사등면
34674,어선,4.49 ,10.20 ,4.25 ,0.72 ,FRP,어장관리선,어선(어장관리선),전남 완도군 소안면
34675,어선,1.21 ,6.49 ,1.78 ,0.94 ,FRP,연안통발어업,어선(연안통발어업),부산시 강서구
34676,어선,1.10 ,6.30 ,2.02 ,0.71 ,FRP,어장관리선,어선(어장관리선),전남 완도군 노화읍
34677,어선,9.77 ,14.50 ,3.29 ,1.02 ,FRP,연안복합어업,어선(연안복합어업),전남 진도군 임회면
34678,어선,4.86 ,11.00 ,3.03 ,0.84 ,FRP,연안통발어업,어선(연안통발어업),강원 강릉시 주문진읍
34679,어선,4.86 ,11.00 ,3.03 ,0.84 ,FRP,연안통발어업,어선(연안통발어업),강원 강릉시 주문진읍
34680,어선,9.77 ,12.52 ,3.32 ,0.90 ,FRP,연안자망어업,어선(연안자망어업),경북 울진군 후포면
34681,어선,2.38 ,6.84 ,2.34 ,0.94 ,FRP,연안자망어업,어선(연안자망어업),충남 당진시 석문면
34682,어선,1.98 ,7.51 ,2.08 ,0.80 ,FRP,연안자망어업,어선(연안자망어업),충남 서천군 장항읍
34683,어선,0.88 ,6.50 ,1.87 ,0.57 ,FRP,연안복합어업,어선(연안복합어업),전남 고흥군 도덕면
34684,어선,2.33 ,8.15 ,2.20 ,0.84 ,FRP,연안자망어업,어선(연안자망어업),충남 당진시 석문면
34685,어선,1.47 ,7.09 ,2.11 ,0.83 ,FRP,연안복합어업,어선(연안복합어업),부산시 강서구
34686,어선,2.11 ,7.63 ,2.28 ,0.74 ,FRP,연안복합어업,어선(연안복합어업),전남 여수시
34687,어선,6.67 ,11.86 ,3.24 ,0.97 ,FRP,연안복합어업,어선(연안복합어업),충남 태안군 근흥면
34688,어선,4.97 ,10.22 ,3.06 ,1.02 ,FRP,잠수기어업,어선(잠수기어업),경남 창원시 진해구
34689,어선,4.97 ,10.22 ,3.06 ,1.02 ,FRP,잠수기어업,어선(잠수기어업),경남 창원시 진해구
34690,어선,1.98 ,7.65 ,2.12 ,0.79 ,FRP,연안자망어업,어선(연안자망어업),부산시 사하구
34691,어선,7.93 ,13.79 ,3.60 ,0.99 ,FRP,연안자망어업,어선(연안자망어업),충남 당진시 석문면
34692,어선,99.00 ,30.96 ,7.00 ,2.70 ,FRP,어획물운반선,어선(어획물운반선),인천시 중구
34693,어선,4.41 ,10.26 ,3.94 ,0.80 ,FRP,어장관리선,어선(어장관리선),충남 태안군 소원면
34694,어선,6.01 ,10.55 ,3.24 ,0.89 ,FRP,연안자망어업,어선(연안자망어업),인천시 동구
34695,어선,6.01 ,10.55 ,3.24 ,0.89 ,FRP,연안자망어업,어선(연안자망어업),인천시 동구
34696,어선,2.99 ,9.22 ,2.42 ,0.84 ,FRP,연안자망어업,어선(연안자망어업),강원 삼척시 원덕읍
34697,어선,9.77 ,14.20 ,3.90 ,0.99 ,FRP,연안복합어업,어선(연안복합어업),충남 태안군 근흥면
34698,어선,29.00 ,20.50 ,4.88 ,1.91 ,FRP,근해연승어업,어선(근해연승어업),제주시
34699,어선,1.06 ,6.39 ,1.87 ,0.78 ,FRP,어장관리선,어선(어장관리선),전남 완도군 노화읍
34700,어선,6.56 ,11.85 ,2.86 ,0.94 ,FRP,연안복합어업,어선(연안복합어업),경남 사천시
34701,어선,29.00 ,20.00 ,4.80 ,1.90 ,FRP,어획물운반선,어선(어획물운반선),전남 진도군 임회면
34702,어선,0.78 ,5.99 ,1.80 ,0.64 ,FRP,연안복합어업,어선(연안복합어업),충남 서천군 마서면
34703,어선,0.78 ,5.99 ,1.80 ,0.64 ,FRP,연안복합어업,어선(연안복합어업),충남 서천군 마서면
34704,어선,4.99 ,10.90 ,3.22 ,0.91 ,FRP,잠수기어업,어선(잠수기어업),경남 사천시
34705,어선,2.26 ,7.71 ,2.40 ,0.76 ,FRP,연안복합어업,어선(연안복합어업),경북 울진군 후포면
34706,어선,2.78 ,8.50 ,2.32 ,0.70 ,FRP,마을어업,어선(마을어업),강원 강릉시 사천면
34707,어선,4.95 ,10.22 ,3.06 ,1.02 ,FRP,연안복합어업,어선(연안복합어업),경남 통영시 산양읍
34708,어선,20.00 ,19.35 ,4.40 ,1.32 ,FRP,어획물운반선,어선(어획물운반선),전북 군산시
34709,어선,139.00 ,36.41 ,6.85 ,3.15 ,강,근해트롤어업,어선(대형트롤어업),부산시 서구
34710,어선,4.90 ,9.80 ,2.88 ,1.09 ,FRP,정치성구획어업,어선(장망류어업),전남 신안군 흑산면
34711,어선,2.60 ,8.55 ,2.32 ,0.69 ,FRP,마을어업,어선(마을어업),강원 강릉시 연곡면
34712,어선,1.85 ,7.18 ,2.40 ,0.68 ,FRP,연안자망어업,어선(연안자망어업),전남 여수시
34713,어선,2.43 ,7.95 ,2.28 ,0.74 ,FRP,연안복합어업,어선(연안복합어업),강원 동해시
34714,어선,2.10 ,7.79 ,3.00 ,0.81 ,FRP,양식어업,어선(양식어업),충남 태안군 근흥면
34715,어선,40.00 ,24.89 ,5.28 ,1.90 ,FRP,근해채낚기어업,어선(근해채낚기어업),경북 포항시 구룡포읍
34716,어선,40.00 ,24.89 ,5.28 ,1.90 ,FRP,근해채낚기어업,어선(근해채낚기어업),경북 포항시 구룡포읍
34717,어선,5.54 ,10.80 ,2.94 ,1.00 ,FRP,연안복합어업,어선(연안복합어업),강원 삼척시 원덕읍
34718,어선,6.48 ,11.05 ,3.08 ,1.00 ,FRP,연안자망어업,어선(연안자망어업),강원 강릉시
34719,어선,2.58 ,8.85 ,2.17 ,0.72 ,FRP,연안자망어업,어선(연안자망어업),강원 고성군 토성면
34720,어선,38.00 ,20.25 ,5.07 ,2.23 ,FRP,중형기선저인망어업,어선(동해구외끌이중형저인망어업),경북 포항시
34721,어선,38.00 ,20.25 ,5.07 ,2.23 ,FRP,중형기선저인망어업,어선(동해구외끌이중형저인망어업),경북 포항시
34722,어선,4.36 ,10.10 ,2.71 ,0.86 ,FRP,연안통발어업,어선(연안통발어업),경북 영덕군 강구면
34723,어선,32.00 ,21.50 ,4.84 ,1.94 ,FRP,근해통발어업,어선(근해통발어업),충남 태안군 근흥면
34724,어선,4.20 ,10.10 ,2.61 ,0.94 ,FRP,연안복합어업,어선(연안복합어업),서귀포시
34725,어선,4.20 ,10.10 ,2.61 ,0.94 ,FRP,연안복합어업,어선(연안복합어업),서귀포시
34726,어선,5.62 ,10.78 ,3.05 ,1.00 ,FRP,연안복합어업,어선(연안복합어업),강원 삼척시
34727,어선,5.62 ,10.78 ,3.05 ,1.00 ,FRP,연안복합어업,어선(연안복합어업),강원 삼척시
34728,어선,2.99 ,9.00 ,2.59 ,0.81 ,FRP,연안자망어업,어선(연안자망어업),강원 속초시
34729,어선,3.51 ,8.81 ,2.60 ,0.80 ,FRP,연안자망어업,어선(연안자망어업),강원 속초시
34730,어선,5.49 ,10.40 ,2.88 ,1.13 ,FRP,연안자망어업,어선(연안자망어업),강원 속초시
34731,어선,2.47 ,8.56 ,2.42 ,0.65 ,FRP,연안자망어업,어선(연안자망어업),강원 양양군 현남면
34732,어선,2.47 ,8.56 ,2.42 ,0.65 ,FRP,연안자망어업,어선(연안자망어업),강원 양양군 현남면
34733,어선,2.95 ,8.55 ,2.44 ,0.89 ,FRP,연안통발어업,어선(연안통발어업),경남 남해군 창선면
34734,어선,2.78 ,8.80 ,3.17 ,0.71 ,FRP,어장관리선,어선(어장관리선),경남 고성군 하일면
34735,어선,3.41 ,9.45 ,3.02 ,0.91 ,FRP,어장관리선,어선(어장관리선),전남 고흥군 금산면
34736,어선,41.00 ,22.12 ,5.98 ,1.93 ,FRP,근해유자망어업,어선(근해자망어업),제주시 한림읍
34737,어선,2.99 ,9.25 ,2.80 ,0.72 ,FRP,연안자망어업,어선(연안자망어업),강원 삼척시 근덕면
34738,어선,3.66 ,9.00 ,3.31 ,0.79 ,FRP,연안복합어업,어선(연안복합어업),전남 영광군 염산면
34739,어선,9.77 ,15.20 ,4.77 ,0.85 ,FRP,연안선망어업,어선(연안선망어업),전남 완도군 완도읍
34740,어선,9.77 ,16.03 ,4.45 ,0.76 ,FRP,연안안강망어업,어선(연안안강망어업),충청남도 보령시
34741,어선,1.50 ,7.28 ,2.04 ,0.63 ,FRP,연안복합어업,어선(연안복합어업),경남 사천시
34742,어선,6.67 ,12.44 ,4.62 ,0.77 ,FRP,어장관리선,어선(어장관리선),전남 진도군 고군면
34743,어선,9.77 ,16.40 ,4.00 ,0.84 ,FRP,연안복합어업,어선(연안복합어업),강원 고성군 죽왕면
34744,어선,0.85 ,6.50 ,1.79 ,0.59 ,FRP,연안자망어업,어선(연안자망어업),경남 고성군 동해면
34745,어선,4.99 ,10.80 ,3.43 ,0.82 ,FRP,연안복합어업,어선(연안복합어업),전남 여수시 화양면
34746,어선,1.53 ,6.73 ,1.84 ,0.91 ,FRP,연안자망어업,어선(연안자망어업),경남 고성군 회화면
34747,어선,6.67 ,11.70 ,3.10 ,0.72 ,FRP,연안복합어업,어선(연안복합어업),서귀포시 성산읍
34748,어선,6.67 ,11.70 ,3.10 ,0.72 ,FRP,연안복합어업,어선(연안복합어업),서귀포시 성산읍
34749,어선,2.82 ,7.38 ,3.38 ,0.89 ,FRP,해조류양식어업,어선(해조류양식어업),전남 신안군 하의면
34750,어선,1.51 ,6.93 ,2.42 ,0.77 ,FRP,어장관리선,어선(어장관리선),전남 완도군 노화읍
34751,어선,2.29 ,8.26 ,3.68 ,0.64 ,FRP,어장관리선,어선(어장관리선),전남 해남군 황산면
34752,어선,1.04 ,6.46 ,1.87 ,0.73 ,FRP,어장관리선,어선(어장관리선),전남 고흥군 금산면
34753,어선,1.38 ,6.48 ,1.96 ,0.64 ,FRP,연안복합어업,어선(연안복합어업),부산시 사하구
34754,어선,1.94 ,7.38 ,2.08 ,0.87 ,FRP,연안자망어업,어선(연안자망어업),강원 삼척시 원덕읍
34755,어선,0.84 ,5.94 ,1.59 ,0.73 ,FRP,연안복합어업,어선(연안복합어업),부산시 강서구
34756,어선,9.16 ,15.50 ,4.00 ,0.83 ,FRP,연안복합어업,어선(연안복합어업),강원 고성군 죽왕면
34757,어선,9.16 ,15.50 ,4.00 ,0.83 ,FRP,연안복합어업,어선(연안복합어업),강원 고성군 죽왕면
34758,어선,1.09 ,6.26 ,1.78 ,0.83 ,FRP,어장관리선,어선(어장관리선),전남 고흥군 금산면
34759,어선,9.16 ,13.65 ,4.72 ,0.81 ,FRP,정치망어업,어선(정치망어업),경남 남해군 삼동면
34760,어선,0.73 ,5.04 ,1.74 ,0.77 ,FRP,어장관리선,어선(어장관리선),전남 신안군 흑산면
34761,어선,2.99 ,8.45 ,2.78 ,0.79 ,FRP,연안복합어업,어선(연안복합어업),경남 사천시
34762,어선,7.93 ,13.29 ,4.00 ,1.16 ,FRP,근해형망어업,어선(근해형망어업),전북 군산시 옥도면
34763,어선,2.99 ,9.02 ,0.00 ,0.00 ,FRP,연안복합어업,어선(연안복합어업),강원 삼척시
34764,어선,2.99 ,9.02 ,0.00 ,0.00 ,FRP,연안복합어업,어선(연안복합어업),강원 삼척시
34765,어선,1.70 ,7.05 ,2.43 ,0.81 ,FRP,해조류양식어업,어선(해조류양식어업),전남 신안군 하의면
34766,어선,3.00 ,8.14 ,2.60 ,0.69 ,FRP,연안자망어업,어선(연안자망어업),충남 태안군 고남면
34767,어선,4.99 ,11.98 ,3.08 ,0.94 ,FRP,어장관리선,어선(어장관리선),경북 포항시 구룡포읍
34768,어선,3.46 ,9.64 ,2.62 ,0.81 ,FRP,연안복합어업,어선(연안복합어업),강원 강릉시
34769,어선,2.73 ,8.95 ,2.65 ,0.80 ,FRP,연안복합어업,어선(연안복합어업),전남 진도군 지산면
34770,어선,29.00 ,20.20 ,4.87 ,1.89 ,FRP,근해연승어업,어선(근해연승어업),충남 태안군 근흥면
34771,어선,1.09 ,6.26 ,1.76 ,0.83 ,FRP,어장관리선,어선(어장관리선),전남 고흥군 금산면
34772,어선,71.00 ,28.97 ,6.00 ,2.23 ,FRP,근해채낚기어업,어선(근해채낚기어업),제주시
34773,어선,7.31 ,12.50 ,3.35 ,0.86 ,FRP,연안복합어업,어선(연안복합어업),경북 포항시 구룡포읍
34774,어선,0.89 ,5.94 ,1.70 ,0.74 ,FRP,어장관리선,어선(어장관리선),전남 고흥군 금산면
34775,어선,2.99 ,8.50 ,2.78 ,0.79 ,FRP,연안자망어업,어선(연안자망어업),경남 남해군 이동면
34776,어선,1.09 ,6.26 ,1.78 ,0.83 ,FRP,어장관리선,어선(어장관리선),전남 고흥군 금산면
34777,어선,2.42 ,8.26 ,2.41 ,0.65 ,FRP,연안자망어업,어선(연안자망어업),경남 남해군 창선면
34778,어선,1.99 ,7.02 ,2.41 ,0.85 ,FRP,어장관리선,어선(어장관리선),인천시 옹진군 연평면
34779,어선,9.77 ,14.00 ,4.38 ,1.19 ,FRP,연안자망어업,어선(연안자망어업),전남 목포시
34780,어선,9.77 ,14.00 ,4.38 ,1.19 ,FRP,연안자망어업,어선(연안자망어업),전남 목포시
34781,어선,1.04 ,6.30 ,2.00 ,0.69 ,FRP,어장관리선,어선(어장관리선),전남 완도군 노화읍
34782,어선,6.34 ,11.64 ,4.62 ,0.77 ,FRP,어장관리선,어선(어장관리선),전남 진도군 의신면
34783,어선,6.34 ,11.64 ,4.62 ,0.77 ,FRP,어장관리선,어선(어장관리선),전남 진도군 의신면
34784,어선,96.00 ,36.95 ,6.40 ,3.00 ,강,근해선망어업,어선(대형선망어업),부산시 사하구
34785,어선,4.97 ,10.94 ,4.35 ,0.68 ,FRP,양식어업,어선(양식어업),전남 신안군 흑산면
34786,어선,0.66 ,4.86 ,1.56 ,0.78 ,FRP,정치성구획어업,어선(건망어업),강원 삼척시 원덕읍
34787,어선,4.51 ,10.27 ,2.87 ,0.82 ,FRP,연안자망어업,어선(연안자망어업),인천시 강화군 화도면
