순번,구분,총톤수,길이,너비,깊이,선질,용도,세부용도,선적항
34384,어선,2.29 ,7.31 ,2.27 ,0.89 ,FRP,연안통발어업,어선(연안통발어업),경남 통영시 사량면
34385,어선,129.00 ,40.80 ,8.10 ,3.31 ,강,근해선망어업,어선(대형선망어업),부산시 서구
34386,어선,9.77 ,15.20 ,4.25 ,0.97 ,FRP,근해선망어업,어선(소형선망어업),충남 서천군 장항읍
34387,어선,1.11 ,6.34 ,1.83 ,0.80 ,FRP,연안자망어업,어선(연안자망어업),전남 여수시 화정면
34388,어선,2.26 ,8.14 ,2.12 ,0.84 ,FRP,연안자망어업,어선(연안자망어업),경기 시흥시
34389,어선,3.83 ,10.00 ,2.73 ,0.79 ,FRP,연안자망어업,어선(연안자망어업),강원 동해시
34390,어선,1.05 ,6.14 ,1.89 ,0.79 ,FRP,어장관리선,어선(어장관리선),전남 완도군 고금면
34391,어선,2.88 ,8.68 ,2.35 ,0.85 ,FRP,연안자망어업,어선(연안자망어업),경남 통영시 광도면
34392,어선,0.88 ,5.98 ,1.75 ,0.72 ,FRP,어장관리선,어선(어장관리선),전남 완도군 고금면
34393,어선,29.00 ,20.50 ,4.88 ,1.91 ,FRP,근해유자망어업,어선(근해자망어업),경남 통영시
34394,어선,4.99 ,9.95 ,3.12 ,0.92 ,FRP,연안통발어업,어선(연안통발어업),경기 화성시 우정읍
34395,어선,2.54 ,7.95 ,2.28 ,0.74 ,FRP,연안자망어업,어선(연안자망어업),강원 양양군 강현면
34396,어선,6.67 ,10.81 ,3.16 ,1.01 ,FRP,연안자망어업,어선(연안자망어업),경북 영덕군 강구면
34397,어선,23.00 ,17.90 ,4.55 ,1.49 ,FRP,근해연승어업,어선(근해연승어업),전남 신안군 흑산면
34398,어선,3.94 ,9.28 ,2.68 ,0.95 ,FRP,양식어업,어선(양식어업),경남 통영시
34399,어선,3.39 ,8.15 ,2.60 ,0.84 ,FRP,연안자망어업,어선(연안자망어업),경남 하동군 금남면
34400,어선,3.39 ,8.15 ,2.60 ,0.84 ,FRP,연안자망어업,어선(연안자망어업),경남 하동군 금남면
34401,어선,1.28 ,6.39 ,1.95 ,0.85 ,FRP,양식어업,어선(양식어업),전남 진도군 조도면
34402,어선,2.39 ,8.50 ,2.46 ,0.67 ,FRP,연안자망어업,어선(연안자망어업),강원 동해시
34403,어선,1.70 ,7.47 ,2.27 ,0.80 ,FRP,연안자망어업,어선(연안자망어업),전남 완도군 고금면
34404,어선,139.00 ,36.41 ,6.85 ,3.15 ,강,근해트롤어업,어선(대형트롤어업),부산시 서구
34405,어선,3.86 ,9.94 ,3.58 ,0.69 ,FRP,어장관리선,어선(어장관리선),전남 장흥군 회진면
34406,어선,7.93 ,12.15 ,3.80 ,1.33 ,FRP,연안선망어업,어선(연안선망어업),경남 창원시 마산합포구
34407,어선,1.19 ,6.56 ,1.98 ,0.80 ,FRP,연안복합어업,어선(연안복합어업),전남 장흥군 안양면
34408,어선,2.39 ,8.00 ,2.40 ,0.70 ,FRP,마을어업,어선(마을어업),강원 강릉시 옥계면
34409,어선,4.97 ,10.32 ,3.06 ,1.02 ,FRP,어장관리선,어선(어장관리선),경남 창원시 마산합포구 진동면
34410,어선,10.00 ,13.90 ,4.04 ,1.02 ,FRP,양식어업,어선(양식어업),경북 포항시 구룡포읍
34411,어선,6.26 ,11.20 ,3.38 ,1.07 ,FRP,정치망어업,어선(정치망어업),강원 고성군 죽왕면
34412,어선,2.50 ,8.28 ,2.43 ,0.89 ,FRP,어장관리선,어선(어장관리선),인천시 중구
34413,어선,29.00 ,19.80 ,4.87 ,1.90 ,FRP,근해연승어업,어선(근해연승어업),서귀포시
34414,어선,21.00 ,20.20 ,5.49 ,1.44 ,FRP,정치망어업,어선(정치망어업),경북 울진군 죽변면
34415,어선,5.82 ,10.54 ,2.86 ,1.02 ,FRP,연안복합어업,어선(연안복합어업),제주시
34416,어선,4.38 ,10.05 ,2.74 ,0.86 ,FRP,연안복합어업,어선(연안복합어업),제주시 구좌읍
34417,어선,2.78 ,8.80 ,3.17 ,0.71 ,FRP,어장관리선,어선(어장관리선),경남 고성군 하일면
34418,어선,4.40 ,9.55 ,3.01 ,0.92 ,FRP,연안복합어업,어선(연안복합어업),경남 거제시
34419,어선,13.00 ,18.95 ,4.50 ,0.84 ,FRP,어획물운반선,어선(어획물운반선),전남 완도군 완도읍
34420,어선,0.65 ,5.13 ,1.75 ,0.64 ,FRP,연안자망어업,어선(연안자망어업),경남 사천시 서포면
34421,어선,3.38 ,8.90 ,2.53 ,0.81 ,FRP,연안통발어업,어선(연안통발어업),경남 창원시 마산합포구 진동면
34422,어선,2.61 ,8.35 ,2.35 ,0.81 ,FRP,연안복합어업,어선(연안복합어업),경남 고성군 고성읍
34423,어선,3.09 ,9.20 ,2.45 ,0.79 ,FRP,연안복합어업,어선(연안복합어업),강원 강릉시
34424,어선,6.65 ,11.60 ,3.10 ,0.98 ,FRP,연안통발어업,어선(연안통발어업),경북 울진군 후포면
34425,어선,40.00 ,24.89 ,5.28 ,1.90 ,FRP,근해채낚기어업,어선(근해채낚기어업),전남 완도군 완도읍
34426,어선,7.93 ,12.60 ,3.40 ,1.41 ,FRP,연안복합어업,어선(연안복합어업),경북 울진군 기성면
34427,어선,39.00 ,23.95 ,4.51 ,1.93 ,FRP,어획물운반선,어선(어획물운반선),전남 여수시
34428,어선,3.15 ,8.80 ,2.60 ,0.81 ,FRP,연안자망어업,어선(연안자망어업),경북 울진군 기성면
34429,어선,0.90 ,5.62 ,1.79 ,0.72 ,FRP,어장관리선,어선(어장관리선),전남 여수시 화정면
34430,어선,4.02 ,9.75 ,2.63 ,0.77 ,FRP,연안복합어업,어선(연안복합어업),경북 포항시 장기면
34431,어선,3.76 ,9.82 ,2.56 ,0.82 ,FRP,연안복합어업,어선(연안복합어업),경북 영덕군 영덕읍
34432,어선,3.76 ,9.82 ,2.56 ,0.82 ,FRP,연안복합어업,어선(연안복합어업),경북 영덕군 영덕읍
34433,어선,1.51 ,7.98 ,2.19 ,0.54 ,FRP,연안복합어업,어선(연안복합어업),전남 여수시
34434,어선,9.77 ,12.90 ,3.70 ,1.13 ,FRP,연안복합어업,어선(연안복합어업),충남 태안군 원북면
34435,어선,1.49 ,6.93 ,2.17 ,0.83 ,FRP,어장관리선,어선(어장관리선),전남 고흥군 풍양면
34436,어선,9.77 ,13.98 ,3.80 ,1.09 ,FRP,패류양식어업,어선(패류양식어업),전북 군산시 옥도면
34437,어선,1.11 ,6.17 ,1.80 ,0.82 ,FRP,어장관리선,어선(어장관리선),충남 서산시 지곡면
34438,어선,2.71 ,9.63 ,2.48 ,0.90 ,FRP,어선,어선(어선),전남 영광군 홍농읍
34439,어선,1.18 ,6.75 ,1.87 ,0.71 ,FRP,어선,어선(어선),전북 군산시 옥도면
34440,어선,2.37 ,8.30 ,2.16 ,0.77 ,FRP,연안통발어업,어선(연안통발어업),부산시 남구
34441,어선,1.08 ,6.62 ,2.09 ,0.70 ,FRP,연안자망어업,어선(연안자망어업),부산시 강서구
34442,어선,21.00 ,18.40 ,4.48 ,1.60 ,FRP,어획물운반선,어선(어획물운반선),충청남도 보령시
34443,어선,0.84 ,5.79 ,1.63 ,0.81 ,FRP,어장관리선,어선(어장관리선),전남 완도군 완도읍
34444,어선,3.00 ,8.37 ,3.00 ,0.96 ,FRP,연안자망어업,어선(연안자망어업),강원 양양군 강현면
34445,어선,3.00 ,8.37 ,3.00 ,0.96 ,FRP,연안자망어업,어선(연안자망어업),강원 양양군 강현면
34446,어선,1.03 ,5.78 ,1.74 ,0.72 ,FRP,연안유자망어업,어선(연안자망어업),경남 사천시
34447,어선,3.23 ,9.31 ,2.78 ,0.79 ,FRP,연안통발어업,어선(연안통발어업),경남 사천시
34448,어선,1.77 ,7.60 ,2.25 ,0.89 ,FRP,연안자망어업,어선(연안자망어업),전북 군산시 옥도면
34449,어선,3.28 ,9.30 ,2.40 ,0.73 ,FRP,연안복합어업,어선(연안복합어업),부산시 강서구
34450,어선,3.28 ,9.30 ,2.40 ,0.73 ,FRP,연안복합어업,어선(연안복합어업),부산시 강서구
34451,어선,2.99 ,8.50 ,2.78 ,0.79 ,FRP,연안자망어업,어선(연안자망어업),전남 보성군 회천면
34452,어선,2.99 ,8.50 ,2.78 ,0.79 ,FRP,연안자망어업,어선(연안자망어업),전남 보성군 회천면
34453,어선,3.27 ,8.50 ,2.78 ,0.79 ,FRP,연안복합어업,어선(연안복합어업),경남 남해군 창선면
34454,어선,3.27 ,8.50 ,2.78 ,0.79 ,FRP,연안복합어업,어선(연안복합어업),경남 남해군 창선면
34455,어선,1.04 ,6.46 ,1.85 ,0.70 ,FRP,연안복합어업,어선(연안복합어업),전남 고흥군 도양읍
34456,어선,1.69 ,7.38 ,2.08 ,0.87 ,FRP,연안복합어업,어선(연안복합어업),부산시 사하구
34457,어선,1.04 ,6.46 ,1.87 ,0.73 ,FRP,양식어업,어선(양식어업),전남 해남군 송지면
34458,어선,0.64 ,6.82 ,1.75 ,0.50 ,FRP,연안통발어업,어선(연안통발어업),부산시 강서구
34459,어선,1.14 ,6.46 ,1.87 ,0.73 ,FRP,연안자망어업,어선(연안자망어업),경남 하동군 금남면
34460,어선,1.18 ,6.03 ,2.00 ,0.74 ,FRP,해조류양식어업,어선(해조류양식어업),전남 진도군 의신면
34461,어선,4.89 ,10.09 ,2.60 ,1.33 ,FRP,연안복합어업,어선(연안복합어업),경남 거제시 남부면
34462,어선,3.61 ,9.31 ,2.75 ,1.75 ,FRP,어장관리선,어선(어장관리선),경남 창원시 마산합포구
34463,어선,6.38 ,10.85 ,3.06 ,1.00 ,FRP,연안자망어업,어선(연안자망어업),경북 울진군 후포면
34464,어선,1.11 ,6.30 ,2.18 ,0.67 ,FRP,연안복합어업,어선(연안복합어업),전남 영광군 홍농읍
34465,어선,0.68 ,5.09 ,1.61 ,0.65 ,FRP,어장관리선,어선(어장관리선),전남 해남군 문내면
34466,어선,1.24 ,7.50 ,1.88 ,0.56 ,FRP,연안자망어업,어선(연안자망어업),부산시 수영구
34467,어선,0.77 ,6.65 ,0.52 ,1.82 ,FRP,해조류양식어업,어선(해조류양식어업),전남 완도군 고금면
34468,어선,1.09 ,6.26 ,1.76 ,0.83 ,FRP,연안복합어업,어선(연안복합어업),전남 보성군 득량면
34469,어선,4.99 ,10.49 ,3.41 ,0.83 ,FRP,연안통발어업,어선(연안통발어업),경남 거제시 남부면
34470,어선,4.99 ,10.49 ,3.41 ,0.83 ,FRP,연안통발어업,어선(연안통발어업),경남 거제시 남부면
34471,어선,3.37 ,8.75 ,2.60 ,0.79 ,FRP,연안통발어업,어선(연안통발어업),경남 창원시 진해구
34472,어선,4.40 ,10.67 ,3.04 ,0.84 ,FRP,연안자망어업,어선(연안자망어업),부산시 영도구
34473,어선,1.42 ,7.09 ,2.14 ,0.82 ,FRP,연안복합어업,어선(연안복합어업),울산시 북구
34474,어선,1.61 ,6.40 ,2.07 ,0.85 ,FRP,연안복합어업,어선(연안복합어업),경남 사천시
34475,어선,6.50 ,12.40 ,2.72 ,1.08 ,FRP,연안복합어업,어선(연안복합어업),경남 거제시 동부면
34476,어선,6.50 ,12.40 ,2.72 ,1.08 ,FRP,연안복합어업,어선(연안복합어업),경남 거제시 동부면
34477,어선,6.50 ,12.40 ,2.72 ,1.08 ,FRP,연안복합어업,어선(연안복합어업),경남 거제시 동부면
34478,어선,29.00 ,21.95 ,5.00 ,1.59 ,FRP,근해유자망어업,어선(근해자망어업),부산시 기장군
34479,어선,2.70 ,7.69 ,2.38 ,0.66 ,FRP,연안복합어업,어선(연안복합어업),충남 서산시 대산읍
34480,어선,2.70 ,7.69 ,2.38 ,0.66 ,FRP,연안복합어업,어선(연안복합어업),충남 서산시 대산읍
34481,어선,1.24 ,5.85 ,1.87 ,0.72 ,FRP,연안복합어업,어선(연안복합어업),전남 신안군 비금면
34482,어선,2.91 ,8.64 ,2.53 ,0.71 ,FRP,연안통발어업,어선(연안통발어업),경남 창원시 마산합포구 구산면
34483,어선,4.10 ,9.40 ,3.03 ,0.84 ,FRP,연안자망어업,어선(연안자망어업),경남 남해군 미조면
34484,어선,4.10 ,9.40 ,3.03 ,0.84 ,FRP,연안자망어업,어선(연안자망어업),경남 남해군 미조면
34485,어선,2.99 ,8.10 ,2.60 ,0.79 ,FRP,연안복합어업,어선(연안복합어업),경남 사천시
34486,어선,2.99 ,8.10 ,2.60 ,0.79 ,FRP,연안복합어업,어선(연안복합어업),경남 사천시
34487,어선,6.38 ,10.67 ,2.97 ,1.25 ,FRP,연안복합어업,어선(연안복합어업),전북 부안군 변산면
34488,어선,1.31 ,6.96 ,2.02 ,0.78 ,FRP,어장관리선,어선(어장관리선),전남 순천시 해룡면
34489,어선,29.00 ,22.58 ,5.14 ,1.70 ,FRP,근해채낚기어업,어선(근해채낚기어업),경북 울릉군
34490,어선,1.29 ,6.68 ,1.90 ,0.75 ,FRP,어장관리선,어선(어장관리선),전남 완도군 고금면
34491,어선,1.37 ,6.85 ,2.00 ,0.91 ,FRP,연안자망어업,어선(연안자망어업),경북 포항시 구룡포읍
34492,어선,4.61 ,9.77 ,2.80 ,1.12 ,FRP,연안복합어업,어선(연안복합어업),전북 부안군 진서면
34493,어선,6.67 ,10.67 ,2.97 ,1.25 ,FRP,연안복합어업,어선(연안복합어업),전북 부안군 위도면
34494,어선,2.99 ,8.12 ,2.37 ,0.83 ,FRP,연안통발어업,어선(연안통발어업),경남 거제시 장목면
34495,어선,12.00 ,15.70 ,4.03 ,1.30 ,FRP,어획물운반선,어선(어획물운반선),전남 완도군 완도읍
34496,어선,1.12 ,6.70 ,2.15 ,0.68 ,FRP,연안복합어업,어선(연안복합어업),전남 해남군 송지면
34497,어선,2.99 ,8.70 ,2.60 ,0.81 ,FRP,연안자망어업,어선(연안자망어업),강원 동해시
34498,어선,2.99 ,8.70 ,2.60 ,0.81 ,FRP,연안자망어업,어선(연안자망어업),강원 동해시
34499,어선,0.56 ,5.22 ,1.57 ,0.53 ,FRP,마을어업,어선(마을어업),전남 무안군 운남면
34500,어선,9.77 ,14.30 ,3.72 ,0.99 ,FRP,연안복합어업,어선(연안복합어업),전남 진도군 임회면
34501,어선,6.36 ,11.20 ,3.28 ,1.91 ,FRP,연안자망어업,어선(연안자망어업),강원 삼척시
34502,어선,59.00 ,27.24 ,6.00 ,2.61 ,강,중형기선저인망어업,어선(서남해구쌍끌이중형저인망어업),경남 사천시
34503,어선,1.37 ,6.71 ,1.98 ,0.92 ,FRP,연안자망어업,어선(연안자망어업),부산시 기장군
34504,어선,59.00 ,27.24 ,6.00 ,2.61 ,강,중형기선저인망어업,어선(서남해구쌍끌이중형저인망어업),경남 사천시
34505,어선,13.00 ,16.55 ,4.08 ,1.17 ,FRP,근해유자망어업,어선(근해자망어업),경북 포항시
34506,어선,9.77 ,14.00 ,3.40 ,1.20 ,FRP,연안복합어업,어선(연안복합어업),경남 거제시
34507,어선,3.45 ,8.05 ,2.13 ,0.79 ,FRP,연안자망어업,어선(연안자망어업),경북 포항시 구룡포읍
34508,어선,1.51 ,6.93 ,2.42 ,0.77 ,FRP,어장관리선,어선(어장관리선),전남 완도군 완도읍
34509,어선,4.26 ,9.34 ,2.80 ,0.88 ,FRP,연안통발어업,어선(연안통발어업),경남 남해군 삼동면
34510,어선,8.55 ,14.40 ,3.85 ,0.84 ,FRP,연안자망어업,어선(연안자망어업),경북 울진군 후포면
34511,어선,8.55 ,14.40 ,3.85 ,0.84 ,FRP,연안자망어업,어선(연안자망어업),경북 울진군 후포면
34512,어선,135.00 ,36.51 ,6.80 ,3.10 ,강,대형기선저인망어업,어선(대형기선저인망어업),부산시 중구
34513,어선,135.00 ,36.51 ,6.80 ,3.10 ,강,대형기선저인망어업,어선(대형기선저인망어업),부산시 중구
34514,어선,4.36 ,9.63 ,2.68 ,0.75 ,FRP,연안복합어업,어선(연안복합어업),전북 부안군 변산면
34515,어선,5.60 ,11.70 ,3.20 ,0.79 ,FRP,연안자망어업,어선(연안자망어업),경북 포항시 구룡포읍
34516,어선,5.60 ,11.70 ,3.20 ,0.79 ,FRP,연안자망어업,어선(연안자망어업),경북 포항시 구룡포읍
34517,어선,9.77 ,15.95 ,4.05 ,0.89 ,FRP,마을어업,어선(마을어업),강원 양양군 손양면
34518,어선,9.77 ,15.95 ,4.05 ,0.89 ,FRP,마을어업,어선(마을어업),강원 양양군 손양면
34519,어선,3.00 ,9.63 ,2.65 ,0.75 ,FRP,연안자망어업,어선(연안자망어업),전북 부안군 변산면
34520,어선,9.77 ,15.45 ,3.90 ,0.84 ,FRP,연안자망어업,어선(연안자망어업),경북 포항시 구룡포읍
34521,어선,1.22 ,6.66 ,2.16 ,0.79 ,FRP,해조류양식어업,어선(해조류양식어업),전남 장흥군 회진면
34522,어선,1.93 ,7.38 ,0.00 ,0.00 ,FRP,연안자망어업,어선(연안자망어업),경남 하동군 금성면
34523,어선,9.77 ,17.00 ,4.03 ,0.79 ,FRP,연안복합어업,어선(연안복합어업),전남 여수시
34524,어선,41.00 ,23.96 ,5.52 ,1.58 ,FRP,근해연승어업,어선(근해연승어업),전남 완도군 완도읍
34525,어선,3.00 ,8.40 ,2.75 ,0.74 ,FRP,연안자망어업,어선(연안자망어업),강원 고성군 죽왕면
34526,어선,2.99 ,8.65 ,2.66 ,0.67 ,FRP,어장관리선,어선(어장관리선),경남 창원시 마산합포구 진동면
34527,어선,1.64 ,6.90 ,2.56 ,0.75 ,FRP,해조류양식어업,어선(해조류양식어업),전남 해남군 송지면
34528,어선,7.93 ,13.30 ,3.42 ,0.89 ,FRP,정치성구획어업,어선(장망류어업),충남 보령시 천북면
34529,어선,2.90 ,9.05 ,2.79 ,0.61 ,FRP,연안통발어업,어선(연안통발어업),전남 진도군
34530,어선,4.99 ,12.50 ,3.16 ,0.73 ,FRP,연안자망어업,어선(연안자망어업),인천시 옹진군 덕적면
34531,어선,89.00 ,29.40 ,6.90 ,2.23 ,FRP,근해통발어업,어선(근해통발어업),경남 통영시
34532,어선,9.77 ,15.70 ,3.84 ,0.79 ,FRP,연안복합어업,어선(연안복합어업),인천시 옹진군 영흥면
34533,어선,9.77 ,15.70 ,3.84 ,0.79 ,FRP,연안복합어업,어선(연안복합어업),인천시 옹진군 영흥면
34534,어선,4.99 ,11.68 ,3.52 ,0.79 ,FRP,연안선망어업,어선(연안선망어업),경남 통영시
34535,어선,1.93 ,7.79 ,2.37 ,0.79 ,FRP,연안통발어업,어선(연안통발어업),경남 하동군
34536,어선,22.00 ,23.10 ,6.00 ,1.09 ,FRP,정치망어업,어선(정치망어업),경북 영덕군 영해면
34537,어선,2.99 ,9.10 ,2.77 ,0.62 ,FRP,연안자망어업,어선(연안자망어업),울산광역시
34538,어선,2.99 ,9.10 ,2.77 ,0.62 ,FRP,연안자망어업,어선(연안자망어업),울산광역시
34539,어선,3.00 ,8.37 ,2.52 ,1.00 ,FRP,연안복합어업,어선(연안복합어업),경남 거제시 둔덕면
34540,어선,3.00 ,8.37 ,2.52 ,1.00 ,FRP,연안복합어업,어선(연안복합어업),경남 거제시 둔덕면
34541,어선,9.77 ,14.95 ,5.15 ,0.86 ,FRP,어장관리선,어선(어장관리선),전남 진도군 의신면
34542,어선,7.93 ,13.47 ,3.04 ,0.94 ,FRP,정치성구획어업,어선(장망류어업),충남 보령시 주교면
34543,어선,12.00 ,15.22 ,5.70 ,0.84 ,FRP,패류양식어업,어선(패류양식어업),전남 진도군 고군면
34544,어선,3.50 ,9.10 ,2.61 ,0.71 ,FRP,연안복합어업,어선(연안복합어업),제주시 추자면
34545,어선,39.00 ,23.61 ,5.66 ,1.99 ,FRP,근해유자망어업,어선(근해자망어업),제주시 한림읍
34546,어선,4.99 ,12.60 ,2.98 ,0.78 ,FRP,연안복합어업,어선(연안복합어업),경남 거제시 일운면
34547,어선,4.99 ,12.60 ,2.98 ,0.78 ,FRP,연안복합어업,어선(연안복합어업),경남 거제시 일운면
34548,어선,42.00 ,28.70 ,6.18 ,1.35 ,FRP,근해안강망어업,어선(근해안강망어업),충남 보령시 오천면
34549,어선,41.00 ,25.31 ,6.10 ,1.43 ,FRP,근해유자망어업,어선(근해자망어업),전남 여수시
34550,어선,41.00 ,25.31 ,6.10 ,1.43 ,FRP,근해유자망어업,어선(근해자망어업),전남 여수시
34551,어선,198.00 ,40.52 ,8.10 ,3.40 ,강,어획물운반선,어선(어획물운반선),부산시 영도구
34552,어선,198.00 ,40.52 ,8.10 ,3.40 ,강,어획물운반선,어선(어획물운반선),부산시 영도구
34553,어선,198.00 ,40.52 ,8.10 ,3.40 ,강,어획물운반선,어선(어획물운반선),부산시 영도구
34554,어선,4.17 ,9.35 ,2.17 ,0.79 ,FRP,복합양식어업,어선(복합양식어업),부산시 강서구
34555,어선,0.89 ,5.66 ,1.84 ,0.67 ,FRP,해조류양식어업,어선(해조류양식어업),전남 진도군 지산면
34556,어선,2.20 ,7.71 ,2.39 ,0.81 ,FRP,연안자망어업,어선(연안자망어업),전남 광양시 진월면
34557,어선,9.77 ,15.14 ,4.30 ,1.09 ,FRP,연안선망어업,어선(연안선망어업),경남 통영시
34558,어선,7.93 ,12.02 ,2.96 ,0.92 ,FRP,연안복합어업,어선(연안복합어업),전북 군산시 옥도면
34559,어선,0.66 ,5.10 ,1.82 ,0.59 ,FRP,마을어업,어선(마을어업),전남 신안군 장산면
34560,어선,1.19 ,6.09 ,2.09 ,0.80 ,FRP,어장관리선,어선(어장관리선),전남 고흥군 도화면
34561,어선,9.77 ,17.58 ,3.80 ,0.79 ,FRP,연안복합어업,어선(연안복합어업),전북 군산시 옥도면
34562,어선,1.92 ,6.96 ,2.43 ,0.81 ,FRP,연안복합어업,어선(연안복합어업),경남 거제시 거제면
34563,어선,20.00 ,20.57 ,5.00 ,1.28 ,FRP,어장관리선,어선(어장관리선),경북 울진군 후포면
34564,어선,2.40 ,8.51 ,2.35 ,0.81 ,FRP,연안자망어업,어선(연안자망어업),전북 부안군 변산면
34565,어선,4.99 ,11.49 ,3.17 ,0.85 ,FRP,연안복합어업,어선(연안복합어업),전남 완도군 완도읍
34566,어선,3.69 ,8.30 ,3.37 ,0.87 ,FRP,해조류양식어업,어선(해조류양식어업),전남 장흥군 회진면
34567,어선,6.57 ,12.80 ,3.54 ,0.79 ,FRP,연안자망어업,어선(연안자망어업),전북 부안군 진서면
34568,어선,6.57 ,12.80 ,3.54 ,0.79 ,FRP,연안자망어업,어선(연안자망어업),전북 부안군 진서면
34569,어선,2.99 ,9.16 ,2.77 ,0.62 ,FRP,연안통발어업,어선(연안통발어업),경남 통영시 용남면
34570,어선,2.99 ,9.16 ,2.77 ,0.62 ,FRP,연안통발어업,어선(연안통발어업),경남 통영시 용남면
34571,어선,7.93 ,14.20 ,4.20 ,0.91 ,FRP,연안안강망어업,어선(연안개량안강망어업),전북 군산시 옥도면
34572,어선,3.00 ,10.40 ,2.95 ,0.69 ,FRP,연안자망어업,어선(연안자망어업),강원 강릉시
34573,어선,2.21 ,7.71 ,2.44 ,0.76 ,FRP,어장관리선,어선(어장관리선),전남 여수시
34574,어선,3.00 ,8.80 ,2.72 ,0.74 ,FRP,연안자망어업,어선(연안자망어업),전남 신안군 지도읍
34575,어선,3.30 ,10.40 ,0.00 ,0.00 ,FRP,연안자망어업,어선(연안자망어업),강원 양양군 손양면
34576,어선,3.00 ,7.63 ,2.60 ,0.94 ,FRP,연안자망어업,어선(연안자망어업),전남 영광군
34577,어선,5.47 ,12.61 ,3.16 ,0.79 ,FRP,연안복합어업,어선(연안복합어업),부산시 사하구
34578,어선,5.47 ,12.61 ,3.16 ,0.79 ,FRP,연안복합어업,어선(연안복합어업),부산시 사하구
34579,어선,5.47 ,12.61 ,3.16 ,0.79 ,FRP,연안복합어업,어선(연안복합어업),부산시 사하구
34580,어선,5.47 ,12.61 ,3.16 ,0.79 ,FRP,연안복합어업,어선(연안복합어업),부산시 사하구
34581,어선,44.00 ,23.85 ,5.98 ,1.93 ,FRP,근해유자망어업,어선(근해자망어업),제주시 추자면
34582,어선,2.00 ,6.75 ,2.34 ,0.68 ,FRP,연안통발어업,어선(연안통발어업),경남 남해군 미조면
34583,어선,400.00 ,57.85 ,0.00 ,0.00 ,강,원양트롤어업,원양어업(원양트롤어업),부산시 중구
34584,어선,2.99 ,8.82 ,2.68 ,0.60 ,FRP,연안자망어업,어선(연안자망어업),전남 목포시
34585,어선,2.99 ,8.82 ,2.68 ,0.60 ,FRP,연안자망어업,어선(연안자망어업),전남 목포시
34586,어선,6.32 ,11.06 ,3.04 ,0.84 ,FRP,연안자망어업,어선(연안자망어업),경북 포항시 구룡포읍
34587,어선,9.77 ,16.50 ,0.00 ,0.00 ,FRP,연안복합어업,어선(연안복합어업),충남 태안군 남면
34588,어선,4.64 ,11.50 ,3.12 ,0.89 ,FRP,연안복합어업,어선(연안복합어업),경남 거제시 사등면
34589,어선,9.77 ,17.00 ,4.20 ,0.81 ,FRP,연안자망어업,어선(연안자망어업),충남 태안군 안면읍
34590,어선,9.77 ,17.00 ,4.20 ,0.81 ,FRP,연안자망어업,어선(연안자망어업),충남 태안군 안면읍
34591,어선,3.55 ,9.05 ,2.49 ,0.74 ,FRP,어장관리선,어선(어장관리선),전북 군산시 옥도면
34592,어선,4.64 ,11.50 ,3.12 ,0.89 ,FRP,연안복합어업,어선(연안복합어업),경남 거제시 사등면
34593,어선,4.68 ,9.14 ,4.00 ,1.02 ,FRP,해조류양식어업,어선(해조류양식어업),전남 신안군 압해읍
34594,어선,1.43 ,6.64 ,2.30 ,0.67 ,FRP,해조류양식어업,어선(해조류양식어업),전남 장흥군 관산읍
34595,어선,9.77 ,15.55 ,3.58 ,0.89 ,FRP,연안복합어업,어선(연안복합어업),경북 포항시 구룡포읍
34596,어선,9.77 ,15.55 ,3.58 ,0.89 ,FRP,연안복합어업,어선(연안복합어업),경북 포항시 구룡포읍
34597,어선,44.00 ,23.93 ,6.00 ,1.88 ,FRP,근해유자망어업,어선(근해자망어업),제주시 추자면
34598,어선,1.99 ,8.27 ,2.34 ,0.73 ,FRP,연안자망어업,어선(연안자망어업),경북 경주시 감포읍
34599,어선,118.00 ,31.79 ,6.50 ,3.30 ,강,어업지도선,어선(어업지도단속선),전남 목포시
34600,어선,6.67 ,12.22 ,3.16 ,1.02 ,FRP,연안복합어업,어선(연안복합어업),강원 양양군 현남면
34601,어선,9.77 ,15.55 ,3.58 ,0.89 ,FRP,연안복합어업,어선(연안복합어업),경북 포항시 구룡포읍
34602,어선,4.99 ,11.68 ,3.52 ,0.79 ,FRP,연안통발어업,어선(연안통발어업),경남 통영시 산양읍
34603,어선,4.99 ,11.68 ,3.52 ,0.79 ,FRP,연안통발어업,어선(연안통발어업),경남 통영시 산양읍
34604,어선,9.77 ,17.00 ,0.00 ,0.00 ,FRP,연안자망어업,어선(연안자망어업),충청남도 보령시
34605,어선,9.77 ,17.00 ,0.00 ,0.00 ,FRP,연안자망어업,어선(연안자망어업),충청남도 보령시
34606,어선,9.77 ,17.00 ,0.00 ,0.00 ,FRP,연안자망어업,어선(연안자망어업),충청남도 보령시
34607,어선,2.61 ,8.10 ,2.27 ,0.86 ,FRP,연안자망어업,어선(연안자망어업),전남 장흥군 회진면
34608,어선,7.93 ,13.80 ,3.20 ,0.91 ,FRP,연안복합어업,어선(연안복합어업),경남 통영시 산양읍
34609,어선,7.93 ,13.80 ,3.20 ,0.91 ,FRP,연안복합어업,어선(연안복합어업),경남 통영시 산양읍
34610,어선,7.93 ,13.80 ,3.20 ,0.91 ,FRP,연안복합어업,어선(연안복합어업),경남 통영시 산양읍
